order_id,order_date,supplier,product,category,quantity,unit_price,total_cost,delivery_days,complaint
PO-033825,2026-03-25,AgroFresh GmbH,Mehl,Getreide,761,0.91,692.51,2,Nein
PO-028508,2026-03-25,FoodSupply GmbH,Äpfel,Obst & Gemüse,945,1.54,1455.3,3,Nein
PO-044182,2026-03-25,EuroFoods GmbH,Hähnchen,Fleisch,56,7.01,392.56,7,Ja
PO-043412,2026-03-25,BioHarvest GmbH,Mehl,Getreide,589,0.95,559.55,1,Nein
PO-048283,2026-03-25,AgroFresh GmbH,Karotten,Obst & Gemüse,866,1.3,1125.8,2,Nein
PO-023808,2026-03-25,AgroFresh GmbH,Butter,Milchprodukte,881,2.66,2343.46,3,Nein
PO-034077,2026-03-25,BioHarvest GmbH,Reis,Getreide,160,2.09,334.4,3,Nein
PO-034115,2026-03-25,FreshTrade GmbH,Reis,Getreide,212,1.87,396.44,4,Nein
PO-015521,2026-03-25,AgroFresh GmbH,TK-Pommes,Tiefkühlprodukte,929,2.43,2257.47,4,Nein
PO-035563,2026-03-25,FoodSupply GmbH,Käse,Milchprodukte,841,6.36,5348.76,3,Nein
PO-040518,2026-03-25,FreshTrade GmbH,TK-Pommes,Tiefkühlprodukte,630,2.04,1285.2,4,Nein
PO-024464,2026-03-25,FreshTrade GmbH,Joghurt,Milchprodukte,548,0.71,389.08,5,Nein
PO-021817,2026-03-25,LandGut GmbH,TK-Beeren,Tiefkühlprodukte,388,4.84,1877.92,9,Nein
PO-026807,2026-03-25,AgroFresh GmbH,Nudeln,Getreide,180,1.24,223.2,1,Nein
PO-034227,2026-03-25,FoodSupply GmbH,Mehl,Getreide,505,0.9,454.5,3,Nein
PO-024708,2026-03-25,GreenFields GmbH,Butter,Milchprodukte,684,2.24,1532.16,6,Nein
PO-042813,2026-03-25,FoodSupply GmbH,Mehl,Getreide,997,0.96,957.12,3,Nein
PO-035843,2026-03-25,GreenFields GmbH,Butter,Milchprodukte,819,2.49,2039.31,5,Nein
PO-014831,2026-03-25,FoodSupply GmbH,TK-Pommes,Tiefkühlprodukte,386,2.35,907.1,1,Nein
PO-034601,2026-03-25,EuroFoods GmbH,Joghurt,Milchprodukte,696,0.76,528.96,4,Nein
PO-002753,2026-03-25,BioHarvest GmbH,Butter,Milchprodukte,23,2.61,60.03,2,Nein
PO-026648,2026-03-25,NordFood GmbH,Butter,Milchprodukte,913,2.52,2300.76,5,Nein
PO-041185,2026-03-25,BioHarvest GmbH,TK-Beeren,Tiefkühlprodukte,99,5.52,546.48,5,Nein
PO-001417,2026-03-25,LandGut GmbH,Mehl,Getreide,938,0.82,769.16,10,Nein
PO-011092,2026-03-25,GreenFields GmbH,Haferflocken,Getreide,805,1.35,1086.75,6,Nein
PO-043724,2026-03-25,AgroFresh GmbH,Hähnchen,Fleisch,563,7.31,4115.53,3,Nein
PO-005334,2026-03-25,FreshTrade GmbH,TK-Pommes,Tiefkühlprodukte,569,2.22,1263.18,3,Nein
PO-034383,2026-03-25,AgroFresh GmbH,Kartoffeln,Obst & Gemüse,103,1.05,108.15,2,Nein
PO-001835,2026-03-25,GreenFields GmbH,Tomaten,Obst & Gemüse,800,2.08,1664.0,9,Nein
PO-046148,2026-03-25,AgroFresh GmbH,Butter,Milchprodukte,128,2.64,337.92,5,Nein
PO-018572,2026-03-25,FoodSupply GmbH,Haferflocken,Getreide,281,1.46,410.26,1,Nein
PO-001660,2026-03-25,GreenFields GmbH,Putenfleisch,Fleisch,666,7.64,5088.24,9,Ja
PO-001451,2026-03-25,FreshTrade GmbH,Tomaten,Obst & Gemüse,698,2.25,1570.5,7,Nein
PO-037013,2026-03-25,GreenFields GmbH,Nudeln,Getreide,999,1.21,1208.79,6,Ja
PO-029520,2026-03-25,LandGut GmbH,Karotten,Obst & Gemüse,334,1.05,350.7,7,Nein
PO-038353,2026-03-25,NordFood GmbH,Mehl,Getreide,673,0.9,605.7,3,Nein
PO-025478,2026-03-25,EuroFoods GmbH,Rindfleisch,Fleisch,545,12.09,6589.05,6,Nein
PO-007051,2026-03-25,BioHarvest GmbH,Nudeln,Getreide,496,1.28,634.88,1,Nein
PO-012239,2026-03-25,EuroFoods GmbH,Tomaten,Obst & Gemüse,939,2.19,2056.41,5,Nein
PO-032955,2026-03-25,AgroFresh GmbH,Joghurt,Milchprodukte,796,0.78,620.88,3,Nein
PO-004901,2026-03-25,AgroFresh GmbH,Putenfleisch,Fleisch,417,8.54,3561.18,3,Nein
PO-029201,2026-03-25,AgroFresh GmbH,Tomaten,Obst & Gemüse,585,2.28,1333.8,5,Nein
PO-029884,2026-03-25,LandGut GmbH,Nudeln,Getreide,350,1.14,399.0,6,Ja
PO-016199,2026-03-25,FoodSupply GmbH,Käse,Milchprodukte,575,6.13,3524.75,1,Nein
PO-016732,2026-03-25,BioHarvest GmbH,Haferflocken,Getreide,365,1.57,573.05,3,Nein
PO-013870,2026-03-25,LandGut GmbH,TK-Pommes,Tiefkühlprodukte,977,2.18,2129.86,8,Ja
PO-028962,2026-03-25,NordFood GmbH,TK-Beeren,Tiefkühlprodukte,97,4.96,481.12,2,Nein
PO-032761,2026-03-25,LandGut GmbH,Kartoffeln,Obst & Gemüse,39,0.9,35.1,8,Nein
PO-000936,2026-03-25,AgroFresh GmbH,TK-Gemüse,Tiefkühlprodukte,392,2.82,1105.44,3,Nein
PO-032205,2026-03-25,FreshTrade GmbH,TK-Beeren,Tiefkühlprodukte,598,5.16,3085.68,6,Nein
PO-003977,2026-03-25,BioHarvest GmbH,Milch,Milchprodukte,967,1.17,1131.39,3,Nein
PO-000867,2026-03-25,LandGut GmbH,TK-Beeren,Tiefkühlprodukte,297,4.77,1416.69,6,Nein
PO-009163,2026-03-26,AgroFresh GmbH,TK-Beeren,Tiefkühlprodukte,612,5.28,3231.36,4,Nein
PO-049995,2026-03-26,AgroFresh GmbH,Tomaten,Obst & Gemüse,741,2.37,1756.17,3,Nein
PO-042442,2026-03-26,NordFood GmbH,Nudeln,Getreide,852,1.17,996.84,5,Nein
PO-049913,2026-03-26,AgroFresh GmbH,Tomaten,Obst & Gemüse,740,2.31,1709.4,3,Ja
PO-009217,2026-03-26,BioHarvest GmbH,Butter,Milchprodukte,304,2.63,799.52,2,Nein
PO-002101,2026-03-26,EuroFoods GmbH,Äpfel,Obst & Gemüse,188,1.49,280.12,4,Nein
PO-015144,2026-03-26,LandGut GmbH,TK-Pommes,Tiefkühlprodukte,322,2.01,647.22,2,Nein
PO-025777,2026-03-26,BioHarvest GmbH,Putenfleisch,Fleisch,196,8.24,1615.04,2,Nein
PO-023677,2026-03-26,EuroFoods GmbH,Äpfel,Obst & Gemüse,394,1.57,618.58,4,Nein
PO-042518,2026-03-26,LandGut GmbH,Joghurt,Milchprodukte,31,0.69,21.39,6,Nein
PO-046504,2026-03-26,FoodSupply GmbH,TK-Gemüse,Tiefkühlprodukte,868,2.87,2491.16,4,Nein
PO-029247,2026-03-26,EuroFoods GmbH,Putenfleisch,Fleisch,803,8.81,7074.43,4,Nein
PO-016699,2026-03-26,FreshTrade GmbH,TK-Beeren,Tiefkühlprodukte,158,4.66,736.28,6,Nein
PO-039640,2026-03-26,FreshTrade GmbH,Käse,Milchprodukte,320,5.79,1852.8,4,Nein
PO-024850,2026-03-26,GreenFields GmbH,Hähnchen,Fleisch,569,6.92,3937.48,5,Nein
PO-025671,2026-03-26,EuroFoods GmbH,Haferflocken,Getreide,263,1.46,383.98,3,Nein
PO-000101,2026-03-26,EuroFoods GmbH,Haferflocken,Getreide,404,1.52,614.08,6,Nein
PO-018801,2026-03-26,LandGut GmbH,Putenfleisch,Fleisch,57,7.28,414.96,7,Nein
PO-012759,2026-03-26,GreenFields GmbH,Rindfleisch,Fleisch,428,11.82,5058.96,7,Nein
PO-000395,2026-03-26,NordFood GmbH,Hähnchen,Fleisch,682,7.3,4978.6,1,Nein
PO-030078,2026-03-26,EuroFoods GmbH,Nudeln,Getreide,837,1.22,1021.14,4,Nein
PO-049680,2026-03-26,FoodSupply GmbH,Karotten,Obst & Gemüse,545,1.2,654.0,4,Nein
PO-031069,2026-03-26,GreenFields GmbH,Butter,Milchprodukte,15,2.28,34.2,6,Ja
PO-015948,2026-03-26,EuroFoods GmbH,Mehl,Getreide,815,0.87,709.05,4,Nein
PO-022686,2026-03-26,AgroFresh GmbH,Milch,Milchprodukte,508,1.1,558.8,3,Nein
PO-025173,2026-03-26,LandGut GmbH,Nudeln,Getreide,817,1.15,939.55,6,Nein
PO-042319,2026-03-26,AgroFresh GmbH,Reis,Getreide,457,1.93,882.01,4,Nein
PO-049733,2026-03-26,FreshTrade GmbH,Reis,Getreide,444,1.95,865.8,3,Nein
PO-039442,2026-03-26,BioHarvest GmbH,Tomaten,Obst & Gemüse,211,2.33,491.63,1,Nein
PO-028931,2026-03-26,EuroFoods GmbH,Rindfleisch,Fleisch,941,11.72,11028.52,6,Nein
PO-025146,2026-03-26,NordFood GmbH,TK-Pommes,Tiefkühlprodukte,60,2.22,133.2,3,Nein
PO-036419,2026-03-26,LandGut GmbH,Putenfleisch,Fleisch,538,6.92,3722.96,8,Nein
PO-043332,2026-03-26,FoodSupply GmbH,Käse,Milchprodukte,251,6.11,1533.61,4,Nein
PO-017499,2026-03-26,AgroFresh GmbH,Nudeln,Getreide,745,1.23,916.35,1,Nein
PO-015383,2026-03-26,FoodSupply GmbH,TK-Gemüse,Tiefkühlprodukte,270,2.75,742.5,4,Nein
PO-017479,2026-03-26,GreenFields GmbH,TK-Beeren,Tiefkühlprodukte,623,4.34,2703.82,6,Nein
PO-017419,2026-03-26,LandGut GmbH,Rindfleisch,Fleisch,892,11.4,10168.8,7,Nein
PO-044594,2026-03-26,AgroFresh GmbH,TK-Pommes,Tiefkühlprodukte,712,2.27,1616.24,3,Nein
PO-006833,2026-03-26,LandGut GmbH,Käse,Milchprodukte,741,5.78,4282.98,6,Nein
PO-009966,2026-03-26,EuroFoods GmbH,TK-Gemüse,Tiefkühlprodukte,225,2.74,616.5,4,Nein
PO-029062,2026-03-26,FoodSupply GmbH,Hähnchen,Fleisch,843,7.21,6078.03,1,Nein
PO-041615,2026-03-26,EuroFoods GmbH,TK-Beeren,Tiefkühlprodukte,994,5.0,4970.0,5,Nein
PO-015220,2026-03-26,NordFood GmbH,Äpfel,Obst & Gemüse,162,1.5,243.0,4,Nein
PO-009364,2026-03-26,AgroFresh GmbH,Joghurt,Milchprodukte,194,0.76,147.44,4,Nein
PO-000430,2026-03-26,AgroFresh GmbH,Butter,Milchprodukte,67,2.54,170.18,1,Nein
PO-000357,2026-03-26,FoodSupply GmbH,Karotten,Obst & Gemüse,740,1.14,843.6,2,Nein
PO-032784,2026-03-26,NordFood GmbH,Bananen,Obst & Gemüse,546,1.31,715.26,3,Nein
PO-016819,2026-03-26,FoodSupply GmbH,TK-Pommes,Tiefkühlprodukte,228,2.39,544.92,3,Nein
PO-032363,2026-03-26,NordFood GmbH,Äpfel,Obst & Gemüse,939,1.46,1370.94,2,Nein
PO-014758,2026-03-26,LandGut GmbH,Hähnchen,Fleisch,640,6.89,4409.6,7,Nein
PO-046084,2026-03-26,BioHarvest GmbH,TK-Beeren,Tiefkühlprodukte,441,5.14,2266.74,1,Nein
PO-024068,2026-03-26,GreenFields GmbH,Haferflocken,Getreide,211,1.36,286.96,3,Ja
PO-040715,2026-03-26,FoodSupply GmbH,Butter,Milchprodukte,818,2.39,1955.02,2,Nein
PO-034546,2026-03-26,FreshTrade GmbH,Karotten,Obst & Gemüse,95,1.15,109.25,7,Nein
PO-034525,2026-03-26,AgroFresh GmbH,Bananen,Obst & Gemüse,531,1.38,732.78,4,Nein
PO-032457,2026-03-26,FoodSupply GmbH,Mehl,Getreide,596,0.9,536.4,5,Nein
PO-040205,2026-03-26,FreshTrade GmbH,Äpfel,Obst & Gemüse,403,1.58,636.74,4,Nein
PO-044257,2026-03-26,GreenFields GmbH,Joghurt,Milchprodukte,382,0.75,286.5,7,Nein
PO-031979,2026-03-26,GreenFields GmbH,Tomaten,Obst & Gemüse,495,2.14,1059.3,6,Nein
PO-011493,2026-03-26,NordFood GmbH,Joghurt,Milchprodukte,52,0.78,40.56,3,Nein
PO-034219,2026-03-26,FoodSupply GmbH,Haferflocken,Getreide,98,1.43,140.14,3,Nein
PO-034172,2026-03-26,GreenFields GmbH,Joghurt,Milchprodukte,238,0.74,176.12,3,Nein
PO-023990,2026-03-26,FreshTrade GmbH,TK-Pommes,Tiefkühlprodukte,375,2.0,750.0,4,Nein
PO-034352,2026-03-26,GreenFields GmbH,TK-Beeren,Tiefkühlprodukte,996,4.53,4511.88,6,Nein
PO-033256,2026-03-26,FoodSupply GmbH,Kartoffeln,Obst & Gemüse,698,1.02,711.96,5,Nein
PO-042052,2026-03-26,EuroFoods GmbH,Äpfel,Obst & Gemüse,904,1.51,1365.04,8,Nein
PO-028445,2026-03-26,FreshTrade GmbH,Haferflocken,Getreide,122,1.39,169.58,3,Nein
PO-002726,2026-03-26,GreenFields GmbH,Milch,Milchprodukte,633,1.04,658.32,6,Ja
PO-032508,2026-03-26,FreshTrade GmbH,Haferflocken,Getreide,133,1.42,188.86,5,Nein
PO-040533,2026-03-26,GreenFields GmbH,Joghurt,Milchprodukte,168,0.8,134.4,6,Nein
PO-032835,2026-03-26,FoodSupply GmbH,Äpfel,Obst & Gemüse,468,1.66,776.88,3,Nein
PO-024234,2026-03-26,GreenFields GmbH,Milch,Milchprodukte,107,1.04,111.28,6,Nein
PO-035232,2026-03-26,AgroFresh GmbH,Haferflocken,Getreide,707,1.49,1053.43,1,Nein
PO-020580,2026-03-26,FoodSupply GmbH,Putenfleisch,Fleisch,272,8.07,2195.04,4,Nein
PO-016899,2026-03-27,AgroFresh GmbH,Rindfleisch,Fleisch,765,12.31,9417.15,4,Nein
PO-040537,2026-03-27,BioHarvest GmbH,Butter,Milchprodukte,197,2.79,549.63,4,Nein
PO-049537,2026-03-27,NordFood GmbH,Karotten,Obst & Gemüse,953,1.19,1134.07,4,Ja
PO-003535,2026-03-27,GreenFields GmbH,Reis,Getreide,677,2.06,1394.62,6,Nein
PO-032751,2026-03-27,FoodSupply GmbH,Karotten,Obst & Gemüse,454,1.23,558.42,1,Nein
PO-027403,2026-03-27,FreshTrade GmbH,Haferflocken,Getreide,343,1.47,504.21,4,Nein
PO-045074,2026-03-27,BioHarvest GmbH,Käse,Milchprodukte,721,6.73,4852.33,5,Nein
PO-047937,2026-03-27,GreenFields GmbH,Rindfleisch,Fleisch,965,11.32,10923.8,4,Nein
PO-022624,2026-03-27,LandGut GmbH,Äpfel,Obst & Gemüse,75,1.58,118.5,9,Nein
PO-007475,2026-03-27,GreenFields GmbH,Haferflocken,Getreide,641,1.39,890.99,6,Nein
PO-007046,2026-03-27,FreshTrade GmbH,Reis,Getreide,148,1.88,278.24,4,Nein
PO-001320,2026-03-27,NordFood GmbH,Haferflocken,Getreide,351,1.43,501.93,4,Nein
PO-044781,2026-03-27,EuroFoods GmbH,Reis,Getreide,326,1.97,642.22,4,Nein
PO-008766,2026-03-27,FoodSupply GmbH,Haferflocken,Getreide,606,1.49,902.94,7,Nein
PO-006787,2026-03-27,NordFood GmbH,Reis,Getreide,654,2.11,1379.94,3,Nein
PO-049842,2026-03-27,FoodSupply GmbH,TK-Gemüse,Tiefkühlprodukte,44,2.8,123.2,2,Nein
PO-004210,2026-03-27,FreshTrade GmbH,Rindfleisch,Fleisch,464,11.85,5498.4,5,Nein
PO-038274,2026-03-27,NordFood GmbH,Bananen,Obst & Gemüse,936,1.26,1179.36,4,Nein
PO-016302,2026-03-27,BioHarvest GmbH,Mehl,Getreide,17,0.97,16.49,3,Nein
PO-013633,2026-03-27,FreshTrade GmbH,Hähnchen,Fleisch,775,6.74,5223.5,4,Nein
PO-009683,2026-03-27,FoodSupply GmbH,TK-Beeren,Tiefkühlprodukte,376,5.2,1955.2,4,Nein
PO-022852,2026-03-27,GreenFields GmbH,Butter,Milchprodukte,967,2.25,2175.75,7,Nein
PO-034135,2026-03-27,GreenFields GmbH,Kartoffeln,Obst & Gemüse,790,0.94,742.6,4,Nein
PO-010401,2026-03-27,LandGut GmbH,Haferflocken,Getreide,94,1.39,130.66,9,Nein
PO-012446,2026-03-27,LandGut GmbH,TK-Pommes,Tiefkühlprodukte,710,2.13,1512.3,3,Nein
PO-037658,2026-03-27,FoodSupply GmbH,Äpfel,Obst & Gemüse,118,1.47,173.46,3,Nein
PO-004386,2026-03-27,EuroFoods GmbH,Rindfleisch,Fleisch,206,11.83,2436.98,7,Nein
PO-021274,2026-03-27,NordFood GmbH,Äpfel,Obst & Gemüse,169,1.64,277.16,2,Nein
PO-020942,2026-03-27,BioHarvest GmbH,Rindfleisch,Fleisch,534,12.39,6616.26,3,Nein
PO-039800,2026-03-27,NordFood GmbH,Äpfel,Obst & Gemüse,271,1.58,428.18,4,Nein
PO-039726,2026-03-27,BioHarvest GmbH,Haferflocken,Getreide,55,1.6,88.0,3,Nein
PO-005660,2026-03-27,FreshTrade GmbH,Mehl,Getreide,112,0.93,104.16,6,Nein
PO-021663,2026-03-27,NordFood GmbH,Butter,Milchprodukte,920,2.4,2208.0,4,Nein
PO-028359,2026-03-27,AgroFresh GmbH,Käse,Milchprodukte,543,6.29,3415.47,4,Nein
PO-001968,2026-03-27,GreenFields GmbH,Rindfleisch,Fleisch,726,11.53,8370.78,6,Nein
PO-035122,2026-03-27,BioHarvest GmbH,Hähnchen,Fleisch,496,7.89,3913.44,3,Nein
PO-002446,2026-03-27,GreenFields GmbH,Karotten,Obst & Gemüse,968,1.09,1055.12,4,Nein
PO-042749,2026-03-27,AgroFresh GmbH,Nudeln,Getreide,161,1.33,214.13,1,Nein
PO-040865,2026-03-27,FoodSupply GmbH,Haferflocken,Getreide,129,1.48,190.92,4,Nein
PO-010747,2026-03-27,EuroFoods GmbH,TK-Beeren,Tiefkühlprodukte,755,5.06,3820.3,5,Nein
PO-005977,2026-03-27,BioHarvest GmbH,Karotten,Obst & Gemüse,65,1.4,91.0,3,Nein
PO-001829,2026-03-27,AgroFresh GmbH,Kartoffeln,Obst & Gemüse,69,1.04,71.76,1,Nein
PO-024962,2026-03-28,FoodSupply GmbH,Mehl,Getreide,618,0.86,531.48,1,Nein
PO-024958,2026-03-28,AgroFresh GmbH,Käse,Milchprodukte,883,6.41,5660.03,4,Nein
PO-046408,2026-03-28,NordFood GmbH,Nudeln,Getreide,590,1.13,666.7,5,Nein
PO-004420,2026-03-28,AgroFresh GmbH,TK-Beeren,Tiefkühlprodukte,264,5.01,1322.64,3,Nein
PO-017724,2026-03-28,EuroFoods GmbH,Hähnchen,Fleisch,475,6.95,3301.25,4,Nein
PO-033556,2026-03-28,LandGut GmbH,Bananen,Obst & Gemüse,348,1.23,428.04,10,Nein
PO-023046,2026-03-28,BioHarvest GmbH,Kartoffeln,Obst & Gemüse,269,1.09,293.21,2,Nein
PO-018812,2026-03-28,BioHarvest GmbH,Nudeln,Getreide,245,1.27,311.15,3,Nein
PO-037757,2026-03-28,BioHarvest GmbH,Bananen,Obst & Gemüse,224,1.5,336.0,2,Ja
PO-044537,2026-03-28,FreshTrade GmbH,Bananen,Obst & Gemüse,979,1.24,1213.96,8,Nein
PO-009027,2026-03-28,GreenFields GmbH,Rindfleisch,Fleisch,898,11.92,10704.16,6,Nein
PO-025925,2026-03-28,AgroFresh GmbH,Mehl,Getreide,324,0.92,298.08,4,Nein
PO-036620,2026-03-28,AgroFresh GmbH,Äpfel,Obst & Gemüse,367,1.65,605.55,1,Nein
PO-025949,2026-03-28,AgroFresh GmbH,Käse,Milchprodukte,413,6.07,2506.91,2,Nein
PO-011337,2026-03-28,GreenFields GmbH,Rindfleisch,Fleisch,947,11.13,10540.11,6,Nein
PO-048740,2026-03-28,FreshTrade GmbH,Käse,Milchprodukte,819,5.91,4840.29,6,Nein
PO-016583,2026-03-28,AgroFresh GmbH,Putenfleisch,Fleisch,763,8.43,6432.09,3,Nein
PO-040401,2026-03-28,NordFood GmbH,Mehl,Getreide,645,0.88,567.6,4,Nein
PO-046898,2026-03-28,NordFood GmbH,Tomaten,Obst & Gemüse,662,2.15,1423.3,3,Nein
PO-047122,2026-03-28,FoodSupply GmbH,Haferflocken,Getreide,284,1.52,431.68,3,Nein
PO-034837,2026-03-28,FoodSupply GmbH,Bananen,Obst & Gemüse,275,1.41,387.75,3,Nein
PO-000496,2026-03-28,FoodSupply GmbH,Kartoffeln,Obst & Gemüse,158,0.98,154.84,5,Nein
PO-030865,2026-03-28,BioHarvest GmbH,TK-Pommes,Tiefkühlprodukte,313,2.42,757.46,1,Nein
PO-025396,2026-03-28,LandGut GmbH,Bananen,Obst & Gemüse,773,1.2,927.6,6,Nein
PO-047597,2026-03-28,FreshTrade GmbH,Joghurt,Milchprodukte,943,0.76,716.68,5,Nein
PO-032888,2026-03-28,FoodSupply GmbH,Hähnchen,Fleisch,162,7.09,1148.58,1,Nein
PO-040103,2026-03-28,BioHarvest GmbH,TK-Beeren,Tiefkühlprodukte,185,5.45,1008.25,2,Nein
PO-023568,2026-03-28,AgroFresh GmbH,Milch,Milchprodukte,947,1.07,1013.29,2,Nein
PO-018438,2026-03-28,LandGut GmbH,Rindfleisch,Fleisch,666,11.13,7412.58,11,Nein
PO-035240,2026-03-28,EuroFoods GmbH,Bananen,Obst & Gemüse,544,1.3,707.2,4,Nein
PO-044438,2026-03-28,LandGut GmbH,Karotten,Obst & Gemüse,285,1.06,302.1,6,Nein
PO-024626,2026-03-28,EuroFoods GmbH,Putenfleisch,Fleisch,710,7.97,5658.7,1,Nein
PO-024472,2026-03-28,AgroFresh GmbH,Karotten,Obst & Gemüse,83,1.27,105.41,3,Nein
PO-018350,2026-03-28,EuroFoods GmbH,Rindfleisch,Fleisch,146,11.18,1632.28,2,Nein
PO-030169,2026-03-28,GreenFields GmbH,TK-Pommes,Tiefkühlprodukte,260,2.11,548.6,6,Nein
PO-020022,2026-03-28,NordFood GmbH,TK-Pommes,Tiefkühlprodukte,68,2.1,142.8,3,Nein
PO-011291,2026-03-28,AgroFresh GmbH,Karotten,Obst & Gemüse,831,1.3,1080.3,1,Nein
PO-042883,2026-03-28,EuroFoods GmbH,Reis,Getreide,920,1.9,1748.0,1,Nein
PO-016671,2026-03-28,GreenFields GmbH,Rindfleisch,Fleisch,85,11.69,993.65,6,Nein
PO-019640,2026-03-28,NordFood GmbH,TK-Pommes,Tiefkühlprodukte,332,2.1,697.2,3,Nein
PO-004771,2026-03-28,LandGut GmbH,Joghurt,Milchprodukte,396,0.73,289.08,7,Nein
PO-014948,2026-03-28,LandGut GmbH,TK-Beeren,Tiefkühlprodukte,323,4.71,1521.33,9,Nein
PO-032744,2026-03-28,LandGut GmbH,Käse,Milchprodukte,170,5.93,1008.1,6,Nein
PO-024403,2026-03-28,AgroFresh GmbH,Haferflocken,Getreide,291,1.48,430.68,3,Nein
PO-007464,2026-03-28,NordFood GmbH,TK-Beeren,Tiefkühlprodukte,242,4.89,1183.38,4,Nein
PO-020200,2026-03-28,LandGut GmbH,TK-Pommes,Tiefkühlprodukte,160,2.1,336.0,8,Nein
PO-049205,2026-03-28,BioHarvest GmbH,Hähnchen,Fleisch,76,7.86,597.36,3,Nein
PO-048827,2026-03-28,GreenFields GmbH,Haferflocken,Getreide,133,1.42,188.86,9,Nein
PO-021264,2026-03-28,LandGut GmbH,Rindfleisch,Fleisch,273,10.95,2989.35,7,Nein
PO-043990,2026-03-29,FoodSupply GmbH,TK-Pommes,Tiefkühlprodukte,32,2.3,73.6,2,Nein
PO-033092,2026-03-29,FoodSupply GmbH,Milch,Milchprodukte,662,1.12,741.44,3,Nein
PO-014904,2026-03-29,FreshTrade GmbH,Rindfleisch,Fleisch,863,12.64,10908.32,4,Nein
PO-019321,2026-03-29,BioHarvest GmbH,Käse,Milchprodukte,352,6.84,2407.68,4,Nein
PO-000243,2026-03-29,BioHarvest GmbH,Reis,Getreide,134,2.34,313.56,1,Nein
PO-032827,2026-03-29,BioHarvest GmbH,Putenfleisch,Fleisch,533,8.81,4695.73,4,Nein
PO-020809,2026-03-29,GreenFields GmbH,Kartoffeln,Obst & Gemüse,843,0.96,809.28,6,Nein
PO-031302,2026-03-29,FreshTrade GmbH,Käse,Milchprodukte,625,5.8,3625.0,5,Nein
PO-015022,2026-03-29,LandGut GmbH,Käse,Milchprodukte,806,5.54,4465.24,5,Nein
PO-019179,2026-03-29,NordFood GmbH,Milch,Milchprodukte,957,1.05,1004.85,4,Nein
PO-000056,2026-03-29,EuroFoods GmbH,Tomaten,Obst & Gemüse,772,2.27,1752.44,6,Nein
PO-022526,2026-03-29,GreenFields GmbH,Rindfleisch,Fleisch,415,11.93,4950.95,7,Nein
PO-006966,2026-03-29,EuroFoods GmbH,Käse,Milchprodukte,98,5.78,566.44,4,Nein
PO-001760,2026-03-29,FreshTrade GmbH,Putenfleisch,Fleisch,320,7.67,2454.4,4,Nein
PO-021536,2026-03-29,FreshTrade GmbH,Milch,Milchprodukte,571,0.97,553.87,5,Nein
PO-013497,2026-03-29,GreenFields GmbH,Putenfleisch,Fleisch,617,8.03,4954.51,7,Nein
PO-049583,2026-03-29,FoodSupply GmbH,TK-Pommes,Tiefkühlprodukte,716,2.27,1625.32,5,Nein
PO-031643,2026-03-29,BioHarvest GmbH,TK-Gemüse,Tiefkühlprodukte,608,2.84,1726.72,2,Nein
PO-030391,2026-03-29,FreshTrade GmbH,TK-Pommes,Tiefkühlprodukte,277,2.33,645.41,5,Nein
PO-018787,2026-03-29,NordFood GmbH,Nudeln,Getreide,113,1.26,142.38,1,Nein
PO-022327,2026-03-29,AgroFresh GmbH,Äpfel,Obst & Gemüse,464,1.58,733.12,3,Nein
PO-022305,2026-03-29,AgroFresh GmbH,Kartoffeln,Obst & Gemüse,870,1.08,939.6,4,Nein
PO-017891,2026-03-29,NordFood GmbH,Mehl,Getreide,384,0.89,341.76,5,Nein
PO-025718,2026-03-29,BioHarvest GmbH,Rindfleisch,Fleisch,783,12.81,10030.23,5,Nein
PO-016089,2026-03-29,FreshTrade GmbH,TK-Gemüse,Tiefkühlprodukte,775,2.77,2146.75,5,Nein
PO-012473,2026-03-29,AgroFresh GmbH,Putenfleisch,Fleisch,84,8.34,700.56,3,Nein
PO-012448,2026-03-29,FoodSupply GmbH,TK-Beeren,Tiefkühlprodukte,75,5.07,380.25,3,Nein
PO-031540,2026-03-29,GreenFields GmbH,Tomaten,Obst & Gemüse,373,2.23,831.79,7,Nein
PO-004131,2026-03-29,AgroFresh GmbH,Putenfleisch,Fleisch,601,8.22,4940.22,1,Nein
PO-033322,2026-03-29,AgroFresh GmbH,Rindfleisch,Fleisch,516,12.33,6362.28,4,Nein
PO-013261,2026-03-29,GreenFields GmbH,Mehl,Getreide,11,0.83,9.13,4,Nein
PO-022897,2026-03-29,FreshTrade GmbH,Haferflocken,Getreide,604,1.41,851.64,5,Nein
PO-034810,2026-03-29,GreenFields GmbH,Mehl,Getreide,183,0.8,146.4,9,Ja
PO-004215,2026-03-29,BioHarvest GmbH,Tomaten,Obst & Gemüse,43,2.3,98.9,3,Nein
PO-012926,2026-03-29,FoodSupply GmbH,Bananen,Obst & Gemüse,43,1.34,57.62,2,Nein
PO-048556,2026-03-29,FreshTrade GmbH,Putenfleisch,Fleisch,578,7.63,4410.14,5,Nein
PO-004794,2026-03-29,FoodSupply GmbH,Reis,Getreide,152,1.98,300.96,4,Nein
PO-029586,2026-03-29,FoodSupply GmbH,Mehl,Getreide,558,0.96,535.68,5,Nein
PO-004285,2026-03-29,NordFood GmbH,TK-Pommes,Tiefkühlprodukte,288,1.96,564.48,7,Nein
PO-037913,2026-03-29,AgroFresh GmbH,Butter,Milchprodukte,362,2.54,919.48,3,Nein
